"","best_node","best_ae_weight"
"1",37,0.0104989903048
"2",9,0.0127495676279
"3",16,0.0111863352358
"4",16,0.0113031668589
"5",9,0.00745592033491
"6",42,0.00935930944979
"7",43,0.0164086669683
"8",9,0.00949104037136
"9",41,0.0188881196082
"10",20,6.19588754489e-05
"11",42,0.00905171222985
"12",6,0.00935319904238
"13",39,0.00449860235676
"14",39,0.0019408109365
"15",44,0.0102337561548
"16",9,0.00841326825321
"17",16,0.00864303205162
"18",16,0.0149373039603
"19",24,0.0171115864068
"20",41,0.0280656758696
"21",48,0.00264326296747
"22",8,0.00206132186577
"23",14,0.0109943533316
"24",15,0.0244833789766
"25",7,0.0160520412028
"26",4,0.0148843424395
"27",34,0.018363116309
"28",34,0.0229300223291
"29",49,0.00996922980994
"30",32,4.60233277408e-05
"31",48,0.00105931831058
"32",19,0.00438346061856
"33",12,0.011796223931
"34",12,0.0163435284048
"35",33,0.0139750596136
"36",33,0.0170103628188
"37",39,0.0100626721978
"38",31,0.0204867441207
"39",45,0.0259686242789
"40",24,0.0126490937546
"41",27,0.00760992150754
"42",6,0.0114150131121
"43",39,0.0122224353254
"44",9,0.0392749086022
"45",47,0.021309569478
"46",9,0.0245824158192
"47",9,0.018074452877
"48",28,0.0174589585513
"49",28,0.0274478178471
"50",34,0.0187051855028
"51",20,0.00565518857911
"52",17,0.0162760540843
"53",40,0.0129232136533
"54",19,0.00271634175442
"55",14,0.0126643562689
"56",20,0.00162226706743
"57",23,0.00496202567592
"58",49,0.0083577670157
"59",45,0.0267060082406
"60",45,0.0220756251365
"61",10,0.0100318044424
"62",10,0.0233256425709
"63",19,0.00456500053406
"64",39,0.0149288214743
"65",47,0.00780764129013
"66",9,0.0074067171663
"67",47,0.0166384279728
"68",19,0.0125950267538
"69",40,0.00715367356315
"70",37,0.0263049323112
"71",37,0.00863163918257
"72",49,0.00876181665808
"73",37,0.0155612537637
"74",47,0.012875312008
"75",21,0.0118770254776
"76",37,0.0118937697262
"77",37,0.0204379335046
"78",37,0.0198889523745
"79",37,0.0192562732846
"80",37,0.0210426077247
"81",47,0.0124202268198
"82",37,0.0212322548032
"83",37,0.0266430471092
"84",37,0.0236337929964
"85",37,0.0286565478891
"86",37,0.0170838255435
"87",37,0.0174237508327
"88",37,0.0186261627823
"89",37,0.0149547019973
"90",37,0.0236984267831
"91",37,0.0152536788955
"92",37,0.00697611924261
"93",37,0.0111521240324
"94",24,0.017195161432
"95",19,0.0132977031171
"96",8,0.00732144340873
"97",19,0.00836172513664
"98",20,0.00369004090317
"99",8,0.0164360050112
"100",8,0.0258886646479
"101",49,0.00988026335835
"102",13,0.0155450971797
"103",37,0.011989204213
"104",39,0.0133646195754
"105",18,0.0321556255221
"106",18,0.0365921258926
"107",18,0.0323764123023
"108",18,0.0326251871884
"109",44,0.0198859684169
"110",18,0.0301411878318
"111",18,0.027598304674
"112",18,0.022093584761
"113",18,0.021970724687
"114",30,0.0152051243931
"115",19,0.00467259716243
"116",39,0.0100664515048
"117",19,0.0131406001747
"118",31,0.00210087746382
"119",19,0.0106128556654
"120",19,0.0137896519154
"121",19,0.0169840175658
"122",43,0.0483869798481
"123",43,0.0136004704982
"124",6,0.00719294976443
"125",40,0.0119240768254
"126",24,0.0263448990881
"127",48,0.0099047254771
"128",7,0.0155314002186
"129",10,0.0124163422734
"130",28,0.0110192690045
"131",28,0.0163466390222
"132",28,0.0185399148613
"133",49,0.00300445850007
"134",10,0.00927966460586
"135",23,0.00552501389757
"136",48,0.0163672287017
"137",49,0.00950597412884
"138",39,0.0141300410032
"139",45,0.0279560703784
"140",4,0.0177108719945
"141",15,0.0463742017746
"142",20,0.00336519395933
"143",43,0.0099326716736
"144",32,0.00476611591876
"145",39,0.00592625979334
"146",42,0.00301524926908
"147",12,0.00451590726152
"148",47,0.0125084407628
"149",46,0.0107392510399
"150",16,0.0163664799184
"151",16,0.0158231072128
"152",32,0.0105895930901
"153",18,0.0137357469648
"154",18,0.0152771426365
"155",5,0.00726261874661
"156",39,0.0107285128906
"157",31,0.00611495925114
"158",16,0.00969829037786
"159",16,0.00384424673393
"160",6,0.0154749434441
"161",21,0.0103726293892
"162",47,0.0159197691828
"163",48,0.00418371893466
"164",7,0.00734616583213
"165",9,0.0224022082984
"166",39,0.00103046419099
"167",47,0.0169629808515
"168",19,0.0140010984614
"169",1,0.00940383505076
"170",9,0.0115116164088
"171",9,0.0142574766651
"172",47,0.00929702632129
"173",18,0.0179626829922
"174",18,0.0190900303423
"175",18,0.025398273021
"176",43,0.0274140443653
"177",18,0.0270511321723
"178",43,0.0223671272397
"179",43,0.0255844183266
"180",43,0.0166586320847
"181",49,0.00671579455957
"182",48,0.00504224607721
"183",3,0.0137954372913
"184",3,0.0135647635907
"185",49,0.0138359712437
"186",3,0.0137909334153
"187",13,0.00854715052992
"188",49,0.016515718773
"189",48,0.00407943595201
"190",49,3.39845573762e-05
"191",3,0.0124200303108
"192",3,0.0153769375756
"193",3,0.0283172056079
"194",3,0.0142631754279
"195",19,0.0180282313377
"196",29,0.00500584160909
"197",3,0.0271926447749
"198",3,0.032818607986
"199",3,0.0258007552475
"200",44,0.0507836453617
"201",3,0.0307179056108
"202",20,0.00416970578954
"203",15,0.00588280335069
"204",39,0.00313950306736
"205",23,0.0131849395111
"206",23,0.0114649124444
"207",48,0.0186568778008
"208",50,0.00815737433732
"209",44,0.0102701140568
"210",44,0.00876877363771
"211",50,0.00490737194195
"212",39,0.00819870550185
"213",18,0.00906496308744
"214",49,0.00608781073242
"215",18,0.0137704676017
"216",39,0.00843011587858
"217",12,0.00226698513143
"218",32,0.000415103655541
"219",20,0.00436884583905
"220",39,0.00556008238345
"221",32,0.00470795482397
"222",28,1.32688674057e-05
"223",48,0.00529414415359
"224",12,0.00895111542195
"225",19,0.00575328106061
"226",13,0.0161204077303
"227",44,0.0200744345784
"228",44,0.0209166985005
"229",13,0.00954440701753
"230",10,0.0086991135031
"231",13,0.0110958497971
"232",45,0.0117146493867
"233",49,0.00474711507559
"234",19,0.00697062443942
"235",48,0.00948535744101
"236",32,0.0120454961434
"237",32,0.00490563642234
"238",48,0.00703818723559
"239",19,0.00787038262933
"240",12,0.000942094484344
"241",48,0.00748310890049
"242",20,0.0052651851438
"243",43,0.00903310254216
"244",49,0.00851419847459
"245",13,0.0104912612587
"246",39,0.0104689458385
"247",45,3.76489842893e-05
"248",32,0.00258470349945
"249",49,0.0089865019545
"250",43,0.0174605213106
"251",39,0.00590306706727
"252",27,0.0145552139729
"253",48,0.00743628758937
"254",25,0.0128981210291
"255",32,0.00643723690882
"256",43,0.00694835744798
"257",44,0.00580712407827
"258",8,0.0123746497557
"259",27,0.0107446908951
"260",19,0.00897234678268
"261",27,0.00769942020997
"262",19,0.000342513201758
"263",28,0.0259389355779
"264",42,0.0242740828544
"265",31,0.015644421801
"266",45,0.015259899199
"267",32,0.00481768231839
"268",12,0.00156868144404
"269",43,0.0154348574579
"270",43,0.0158599000424
"271",45,0.0165488179773
"272",49,0.000799307657871
"273",39,0.0157812945545
"274",23,0.0081975562498
"275",31,0.00580473151058
"276",39,0.0141953630373
"277",37,0.0216204468161
"278",39,0.00201079621911
"279",17,0.00953002180904
"280",3,0.0400030650198
"281",3,0.0463715344667
"282",3,0.0307144839317
"283",3,0.0470415875316
"284",3,0.0481326244771
"285",16,0.0129095753655
"286",46,0.0153002282605
"287",39,0.00101651926525
"288",42,0.0035064201802
"289",31,0.00452009355649
"290",34,0.0165361184627
"291",24,0.0233839545399
"292",49,0.0106098046526
"293",37,0.0100329862908
"294",42,0.011353562586
"295",15,0.0250752046704
"296",45,0.0125118307769
"297",16,0.0129452962428
"298",50,0.0160737652332
"299",17,0.0149458507076
"300",2,0.0199306234717
"301",2,0.0117684528232
"302",4,0.0125634549186
"303",29,0.0119394622743
"304",10,0.0136332157999
"305",49,0.00959597714245
"306",39,0.00249212654307
"307",39,0.0070001333952
"308",19,0.00622024619952
"309",41,0.0147049026564
"310",42,0.010637300089
"311",32,0.0127393770963
"312",39,0.0139798000455
"313",39,0.00892195664346
"314",31,0.0102137299255
"315",45,0.0166841559112
"316",10,0.0160553008318
"317",22,0.0142781101167
"318",31,0.0126553587615
"319",41,0.0097199967131
"320",6,0.0104816900566
"321",11,1.54201916303e-05
"322",39,0.00818986911327
"323",19,0.0103085851297
"324",42,0.00303314276971
"325",19,0.00801992136985
"326",32,0.00959116593003
"327",39,0.00281650084071
"328",29,0.00803298968822
"329",45,0.0213994160295
"330",1,0.0144030097872
"331",16,0.00811992958188
"332",40,0.0147792752832
"333",39,0.010044884868
"334",49,0.00635326607153
"335",21,0.0081229954958
"336",25,0.0180103015155
"337",24,0.0143503230065
"338",42,0.00774614978582
"339",39,0.00571785634384
"340",22,0.0123008452356
"341",10,0.0102714709938
"342",41,0.0141270812601
"343",12,0.00487280124798
"344",31,0.00487824017182
"345",39,0.0135206831619
"346",27,0.0143303964287
"347",4,0.0207472350448
"348",20,0.00269188173115
"349",15,6.57969358144e-05
"350",47,0.00656432518736
"351",40,0.00800726283342
"352",41,0.00459595397115
"353",24,0.00926680956036
"354",16,0.0148941073567
"355",31,0.0234516207129
"356",9,0.00578874815255
"357",10,0.0099690919742
"358",9,0.0130519084632
"359",24,0.0164904166013
"360",19,0.00480276532471
"361",41,0.00730304699391
"362",24,0.0176171921194
"363",41,0.0183488465846
"364",19,0.00822586659342
"365",19,0.0191917661577
"366",31,0.0130638927221
"367",19,0.0137447305024
"368",49,0.0082508418709
"369",21,0.0110457027331
"370",16,0.0116331493482
"371",36,0.012995463796
"372",30,0.0115569671616
"373",47,0.013226239942
"374",1,0.0116272857413
"375",21,0.0137184662744
"376",45,0.017661396414
"377",36,0.0104800648987
"378",49,0.00579418893903
"379",47,0.0116552691907
"380",41,0.0270906034857
"381",41,0.0196420997381
"382",21,0.00942217279226
"383",12,0.000394846661948
"384",29,0.0131439650431
"385",41,0.01345991157
"386",41,0.0116488710046
"387",40,0.0179683081806
"388",15,0.0214519128203
"389",22,0.0110040511936
"390",41,0.0120218880475
"391",41,0.0147465057671
"392",10,0.0140339834616
"393",44,0.0151703748852
"394",37,0.010583919473
"395",41,0.0118603743613
"396",41,0.012725812383
"397",18,0.00517087429762
"398",39,0.0126626864076
"399",50,0.0205677356571
"400",50,0.0193691290915
"401",41,0.0144574278966
"402",15,0.0173263400793
"403",15,0.0266086813062
"404",16,0.0163509696722
"405",21,0.0116679929197
"406",41,0.0160156562924
"407",47,0.0151251042262
"408",41,0.0226053670049
"409",41,0.0226988140494
"410",41,0.0168284326792
"411",15,0.0141903143376
"412",7,0.00726491818205
"413",40,0.0112793138251
"414",24,0.0133102452382
"415",24,0.0138457119465
"416",24,0.00110258616041
"417",39,0.0123047521338
"418",50,0.00223020836711
"419",10,0.0104469507933
"420",9,0.0136634698138
"421",13,0.0115310493857
"422",39,0.0145497871563
"423",27,0.0219549294561
"424",12,0.0169492252171
"425",37,0.0144512876868
"426",9,0.0124159930274
"427",47,0.0165401920676
"428",14,0.0141461901367
"429",1,0.0200200695544
"430",1,0.0195303801447
"431",47,0.0173865556717
"432",45,0.0176839213818
"433",26,0.0166127532721
"434",26,0.0188053585589
"435",27,0.0135625544935
"436",31,0.0131537830457
"437",37,0.00989513751119
"438",41,0.00990303140134
"439",25,0.00733908452094
"440",20,0.00236711767502
"441",12,0.0102089950815
"442",35,-2.57521460298e-05
"443",32,0.00422985339537
"444",10,0.00776269938797
"445",33,0.0242693908513
"446",25,0.0119353719056
"447",26,0.018042108044
"448",6,1.23651716422e-05
